Grupo Vehiculo;Placa;digito;Codigo SII;A�o Veh�culo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;A�o Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisi�n;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas;
Vehiculo Liviano;DVCW-58;5;SD235019112;2012;4579660;Internet;29464;0;0;29464;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;TOYOTA;COROLLA;GRIS OSCURO METALICO;Aut;Benc;1600;Full;4;
Vehiculo Liviano;PW-9188;9;SU229018907;2007;2966628;Internet;29666;0;0;29666;Total;30/04/2022;2022;STATION WAGON;SUZUKI;GRAND VITARA GLX;BLANCO PERLA;Mec;Benc;1600;Equi;2;
Vehiculo Liviano;BDBC-30;8;SD166005808;2008;2974100;Internet;29741;0;0;29741;Total;30/04/2022;2022;AUTOMOVIL;MITSUBISHI;LANCER SIN VERSION;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;DPZP-89;2;HB235004612;2012;4607560;Internet;29743;0;0;29743;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;TOYOTA;URBAN;GRIS OSCURO METALICO;Mec;Benc;1300;Full;4;
Vehiculo Liviano;CFVP-67;4;SD235017110;2010;2976128;Internet;29761;0;0;29761;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;YARIS SEDAN GLI MEC;BLANCO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;GKJW-84;2;SD184022914;2014;4617210;Internet;29840;0;0;29840;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;PEUGEOT;301;BLANCO BLANQUISE;Mec;Dies;1600;Full;4;
Vehiculo Liviano;BKTW-63;9;SU079004308;2008;2996757;Internet;29968;0;0;29968;Total;30/04/2022;2022;STATION WAGON;FORD;ECOSPORT XLT PLUS 1.6L 4X2;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;FVRF-60;8;CT243003013;2013;3040500;Internet;30405;0;0;30405;Total;30/04/2022;2022;CAMIONETA;VOLKSWAGEN;SAVEIRO POWER C/SIMPLE;PLATEADO PLATA;Mec;Benc;1600;Norm;2;
Vehiculo Liviano;CYVZ-12;2;CT050029011;2011;4710810;Internet;30776;0;0;30776;1ra. Cuota;30/04/2022;2022;CAMIONETA;CHEVROLET;D-MAX TH CC 3.0D HR DAB ABS;PLATEADO PLATA METALICO;Mec;Dies;3000;Full;4;
Vehiculo Liviano;CKDC-97;6;CT235011510;2010;4726586;Internet;30934;0;0;30934;1ra. Cuota;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;DCGC-69;8;CT160010611;2011;4734655;Internet;31014;0;0;31014;1ra. Cuota;30/04/2022;2022;CAMIONETA;MAZDA;BT50 2.5 DC DX HR  MT 4X2;GRIS;Mec;Dies;2500;Full;4;
Vehiculo Liviano;JBWH-53;2;HB229013716;2016;3151611;Internet;31516;0;0;31516;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;ALTO K10 1.0 GLX AC;GRIS GRANITO;Mec;Benc;1000;Full;4;
Vehiculo Liviano;DZFL-74;5;SD050025112;2012;3154944;Internet;31549;0;0;31549;Total;30/04/2022;2022;STATION WAGON;CHEVROLET;OPTRA LS SW 1.6 MT;GRIS ACERO METALICO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;ZS-1776;9;VN111009506;2006;3158187;Internet;31582;0;0;31582;Total;30/04/2022;2022;MINIBUS;HYUNDAI;H1;BLANCO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;GYHG-44;1;HB229010415;2015;3175783;Internet;31758;0;0;31758;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;CELERIO 1.0 GLX;ROSADO PERLADO;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;GCVD-19;5;SD050028314;2014;3209257;Internet;32093;0;0;32093;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SAIL NB 1.4 LS;NARANJO METALICO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;GSTF-85;9;SD050028314;2014;3209257;Internet;32093;0;0;32093;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;AZUL;Mec;Benc;1400;NULL;4;
Vehiculo Liviano;DCRP-21;4;CT231000111;2011;3218100;Internet;32181;0;0;32181;Total;30/04/2022;2022;CAMIONETA;TATA;XENON 2.2 LHD 4X2;GRIS ARTICO;Mec;Dies;2200;Full;4;
Vehiculo Liviano;CXSC-84;K;CT176027511;2011;4898710;Internet;32655;0;0;32655;1ra. Cuota;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO AXS TURBO DSL 4X2;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;MZ-2510;8;CT176023207;2007;3277260;Internet;32880;0;0;32880;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO PICK UP DX;BLANCO;Mec;Dies;2500;Norm;2;
Vehiculo Liviano;GZHG-78;0;HB229010215;2015;3279810;Internet;32931;0;0;32931;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;CELERIO;AZUL PERLADO;Mec;Benc;1000;Norm;4;
Vehiculo Liviano;GBHJ-64;7;HB184018914;2014;4964110;Internet;33309;0;0;33309;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;PEUGEOT;208 ACTIVE 1.4 HDI;BLANCO;Mec;Dies;1400;Full;4;
Vehiculo Liviano;BTRY-20;9;SU059010109;2009;3303610;Internet;33407;0;0;33407;Total;30/04/2022;2022;STATION WAGON;DAIHATSU;TERIOS 4X2 XL T2D11;GRIS METALICO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;YX-3135;0;CT235010106;2006;3303610;Internet;33407;0;0;33407;Total;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX DIESEL 4WD;GRIS METALICO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;KLGP-98;9;HB229017318;2018;4982310;Internet;33491;0;0;33491;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;SUZUKI;SWIFT 1.2 GL AC;GRIS METALICO;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;JVVG-51;2;SU117002418;2018;4995505;Internet;33623;0;0;33623;1ra. Cuota;30/04/2022;2022;STATION WAGON;JAC;S2;ROJO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;KHPP-78;3;SU117002418;2018;4995505;Internet;33623;0;0;33623;1ra. Cuota;30/04/2022;2022;STATION WAGON;JAC;S2;ROJO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;HBVJ-57;2;SD176031515;2015;5023410;Internet;33902;0;0;33902;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;NISSAN;VERSA SENSE MT NLB-151;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;CKCK-78;2;HB160004110;2010;3331510;Internet;33965;0;0;33965;Total;30/04/2022;2022;AUTOMOVIL;MAZDA;MAZDA2 SPORT V MT;PLATEADO PLATA;Mec;Benc;1500;Full;4;
Vehiculo Liviano;GRYX-36;7;SD050029415;2015;3338032;Internet;34095;0;0;34095;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;GRIS PIEDRA;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;FSJH-45;5;SD229004313;2013;3350510;Internet;34345;0;0;34345;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;SWIFT DZIRE SEDAN 1.2 GL AC;BLANCO PERLA;Mec;Benc;1200;Full;4;
Vehiculo Liviano;BLRD-24;2;SU184009209;2009;3369060;Internet;34716;0;0;34716;Total;30/04/2022;2022;STATION WAGON;PEUGEOT;307 X-LINE BREAK 1.6 AUT;ROJO LUCIFER;Aut;Benc;1600;Full;4;
Vehiculo Liviano;KHPV-89;0;HB176006518;2018;5114260;Internet;34810;0;0;34810;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;NISSAN;MARCH SPORT DRIVE AC;GRIS  MAGNETICO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;GZHP-22;3;CO050001515;2015;3381760;Internet;34970;0;0;34970;Total;30/04/2022;2022;FURGON;CHEVROLET;N300 MAX E5 VAN 1.2 MT;BLANCO;Mec;Benc;1200;Norm;4;
Vehiculo Liviano;CRVV-51;0;CT176023711;2011;5170810;Internet;35376;0;0;35376;1ra. Cuota;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO;ROJO METALICO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;GJRG-82;8;HB050011314;2014;3431890;Internet;35973;0;0;35973;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;ROJO SOLAR;Mec;Benc;1200;Full;4;
Vehiculo Liviano;BLZK-85;4;SU111005008;2008;3434710;Internet;36029;0;0;36029;Total;30/04/2022;2022;STATION WAGON;HYUNDAI;TUCSON 2.0 GL 2WD;VERDE AGUA;Mec;Benc;2000;Full;4;
Vehiculo Liviano;FHCD-28;2;SU111009213;2013;5274010;Internet;36408;0;0;36408;1ra. Cuota;30/04/2022;2022;STATION WAGON;HYUNDAI;TUCSON LM 2.0 GL 2WD(BASE);ROJO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;BZSR-67;5;SD052010509;2009;3491010;Internet;37155;0;0;37155;Total;30/04/2022;2022;AUTOMOVIL;CITROEN;C4 SEDAN 2.0 16 V SX;ROJO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;DKKF-12;0;SD207006713;2013;3492423;Internet;37183;0;0;37183;Total;30/04/2022;2022;AUTOMOVIL;SAMSUNG;SM3;GRIS;Mec;Benc;1600;Full;4;
Vehiculo Liviano;GZJR-27;2;HB132007115;2015;3497505;Internet;37285;0;0;37285;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING LX 1.0L 5MT EPS;BLANCO INVIERNO;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;KPTC-38;1;SU049003818;2018;5378452;Internet;37452;0;0;37452;1ra. Cuota;30/04/2022;2022;STATION WAGON;CHERY;TIGGO 2 L MT;NARANJO METALIZADO;Mec;Benc;1500;NULL;4;
Vehiculo Liviano;DYTG-74;5;SD050025113;2013;3519410;Internet;37723;0;0;37723;Total;30/04/2022;2022;STATION WAGON;CHEVROLET;OPTRA LS SW 1.6 MT;PLATEADO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;GZHY-61;5;HB229012715;2015;3524922;Internet;37833;0;0;37833;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;SWIFT 1.2 GA;ROJO PERLADO;Mec;Benc;1200;Norm;4;
Vehiculo Liviano;GTTT-20;9;SD050028315;2015;3530105;Internet;37937;0;0;37937;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SAIL NB 1.4 LS;BLANCO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;JDXT-57;7;SU132009207;2007;3556710;Internet;38469;0;0;38469;Total;30/04/2022;2022;STATION WAGON;KIA MOTORS;SPORTAGE PRO II LX 4X4 DAB;PLATEADO;Mec;Dies;2000;Full;4;
Vehiculo Liviano;GFVV-16;2;SD229004314;2014;3556960;Internet;38474;0;0;38474;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;SWIFT DZIRE SEDAN 1.2 GL AC;AZUL PACIFICO;Mec;Benc;1200;Full;4;
Vehiculo Liviano;HGRZ-20;8;SD197012715;2015;3556960;Internet;38474;0;0;38474;Total;30/04/2022;2022;AUTOMOVIL;RENAULT;SYMBOL EXPRESSION MT;NEGRO NACARADO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;CBPG-54;3;CT111004109;2009;3558438;Internet;38504;0;0;38504;Total;30/04/2022;2022;CAMIONETA;HYUNDAI;PORTER HR HD TDI CHASISPS;BLANCO;Mec;Dies;2500;Equi;2;
Vehiculo Liviano;DZKG-69;5;HB132005512;2012;3575288;Internet;38841;0;0;38841;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;SOUL 1.6 6MT DH AB;PLATEADO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;DCBP-94;4;CT176029111;2011;3613010;Internet;39595;0;0;39595;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO 4X2 CUBRE PIK UP;ROJO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;KXJX-25;K;SD197015019;2019;5602160;Internet;39689;0;0;39689;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;RENAULT;SYMBOL;GRIS PLATINO;Mec;Benc;1600;NULL;4;
Vehiculo Liviano;DJGY-69;9;HB111011012;2012;5639710;Internet;40065;0;0;40065;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;HYUNDAI;VELOSTER;ROJO BURDEO;Mec;Benc;1600;Full;3;
Vehiculo Liviano;CSRP-95;9;CT176026211;2011;5645989;Internet;40128;0;0;40128;1ra. Cuota;30/04/2022;2022;CAMIONETA;NISSAN;NAVARA;ROJO INTENSO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;JGSC-77;6;HB132008517;2017;5649060;Internet;40158;0;0;40158;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;RIO;ROJO SIGNAL;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;FJSW-29;K;CT176030513;2013;5658710;Internet;40255;0;0;40255;1ra. Cuota;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO;BLANCO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;LHZS-66;1;HB132009219;2019;5696010;Internet;40628;0;0;40628;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING;PLATEADO PLATA;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;DVLL-77;9;CT176023712;2012;5705610;Internet;40724;0;0;40724;1ra. Cuota;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO PICK UP DXS;ROJO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;FDFD-78;6;SD176028713;2013;3670410;Internet;40743;0;0;40743;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;TIIDA SEDAN S MT;GRIS OSCURO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;FTXP-75;3;SD176028713;2013;3670410;Internet;40743;0;0;40743;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;TIIDA;GRIS GRAFITO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;NC-6330;3;SD162009695;1995;3678910;Internet;40913;0;0;40913;Total;30/04/2022;2022;AUTOMOVIL;MERCEDES BENZ;320;VERDE;Aut;Benc;3200;Full;4;
Vehiculo Liviano;CSLV-78;9;CT160010011;2011;5742910;Internet;41097;0;0;41097;1ra. Cuota;30/04/2022;2022;CAMIONETA;MAZDA;BT50 2.5 DC SDX ABS MT 4X4;ROJO BURDEO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;XW-9793;2;SU166001607;2007;3693360;Internet;41202;0;0;41202;Total;30/04/2022;2022;STATION WAGON;MITSUBISHI;OUTLANDER;GRIS GRAFITO;Aut;Benc;2400;Full;4;
Vehiculo Liviano;HTHR-15;4;SU099000116;2016;5767396;Internet;41342;0;0;41342;1ra. Cuota;30/04/2022;2022;STATION WAGON;HAVAL;H2;ROJO NEGRO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;JTDL-28;8;SU132006205;2005;3707060;Internet;41476;0;0;41476;Total;30/04/2022;2022;STATION WAGON;KIA MOTORS;SORENTO;BLANCO GRIS;Aut;Dies;2500;Full;4;
Vehiculo Liviano;DPCF-58;K;CT079017812;2012;5817960;Internet;41847;0;0;41847;1ra. Cuota;30/04/2022;2022;CAMIONETA;FORD;RANGER XLT;NEGRO LISO;Mec;Benc;2500;Full;4;
Vehiculo Liviano;FTXP-93;1;CT176027513;2013;5818210;Internet;41850;0;0;41850;1ra. Cuota;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO AXS TURBO DSL 4X2;PLATEADO PLATA;Mec;Dies;2500;Full;4;
Vehiculo Liviano;HRDP-14;8;HB229015218;2018;3744364;Internet;42222;0;0;42222;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;ALTO K10 1.0 2AB GLX;PLATEADO PLATA;Mec;Benc;1000;Full;4;
Vehiculo Liviano;JZFK-48;4;VN160002008;2008;3744610;Internet;42227;0;0;42227;Total;30/04/2022;2022;STATION WAGON;MAZDA;MAZDA5 SIN VERSION;AZUL;Aut;Benc;2000;Full;4;
Vehiculo Liviano;JZWH-80;6;HB111018318;2018;5865060;Internet;42318;0;0;42318;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;HYUNDAI;GRAND I-10 BA 5DR 1.2 5M/T GLS 2AB AC ABS PE;GRIS;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;JVVY-31;7;HB111018318;2018;5865060;Internet;42318;0;0;42318;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;HYUNDAI;GRAND I-10;ROJO BURDEO;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;HYRC-21;5;SD184024416;2016;5893310;Internet;42601;0;0;42601;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;PEUGEOT;301 ALLURE PACK 1.6 HDI 92HP;BEIGE NOCCIOLA;Mec;Dies;1600;Full;4;
Vehiculo Liviano;DZFR-42;2;VN050005313;2013;5911810;Internet;42786;0;0;42786;1ra. Cuota;30/04/2022;2022;STATION WAGON;CHEVROLET;ORLANDO LS 2.0LD 6MT;BLANCO;Mec;Dies;2000;Full;4;
Vehiculo Liviano;BFWY-11;1;CT176022608;2008;3791260;Internet;43160;0;0;43160;Total;30/04/2022;2022;CAMIONETA;NISSAN;D22 DOBLE CABINA AX 4X2;ROJO METALICO;Mec;Benc;2400;Full;4;
Vehiculo Liviano;CPZJ-73;7;CT235011611;2011;5968110;Internet;43349;0;0;43349;1ra. Cuota;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX;GRIS OSCURO MICA MATALICO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;GCWP-94;9;HB132004914;2014;3801392;Internet;43363;0;0;43363;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;RIO 5 EX 1.2L 5MT;BLANCO INVIERNO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;FDXB-11;9;SD235020214;2014;3838460;Internet;44104;0;0;44104;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;YARIS;NEGRO GRIS;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;GDLJ-20;0;SD235020214;2014;3838460;Internet;44104;0;0;44104;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;YARIS;BLANCO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;DLBF-77;1;SD229003512;2012;3838460;Internet;44104;0;0;44104;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;SX4 SEDAN 1.6 GLX SPORT VVT;PLATEADO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;KXFF-32;7;SD050030619;2019;6052810;Internet;44196;0;0;44196;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;BLANCO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;HGSG-74;7;SD197013915;2015;3905079;Internet;45436;0;0;45436;Total;30/04/2022;2022;AUTOMOVIL;RENAULT;SYMBOL DYNAMIQUE MT;BLANCO GLACIER;Mec;Benc;1600;Full;4;
Vehiculo Liviano;KKHP-61;0;HB229015318;2018;3907445;Internet;45484;0;0;45484;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;ALTO K10 1.0 2AB GLX AC;BLANCO;Mec;Benc;1000;Full;4;
Vehiculo Liviano;CZHR-59;4;SU229023811;2011;3913510;Internet;45605;0;0;45605;Total;30/04/2022;2022;STATION WAGON;SUZUKI;GRAND VITARA;AZUL OSCURO;Mec;Benc;1600;Full;2;
Vehiculo Liviano;HYFB-71;6;SU197005516;2016;6198360;Internet;45651;0;0;45651;1ra. Cuota;30/04/2022;2022;STATION WAGON;RENAULT;DUSTER;GRIS COMET;Mec;Benc;2000;Full;4;
Vehiculo Liviano;JYTX-66;1;SD132017118;2018;6248377;Internet;46151;0;0;46151;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;RIO 4 EX 1.4L 6MT DAB;GRIS URBANO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;FXPT-45;2;SD176028714;2014;3960160;Internet;46538;0;0;46538;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;TIIDA SEDAN S MT;GIS OSCURO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;CBVT-19;6;SU132009009;2009;3961673;Internet;46568;0;0;46568;Total;30/04/2022;2022;STATION WAGON;KIA MOTORS;SPORTAGE PRO II LX 4X2 DAB;PLATEADO PLATA BRILLANTE;Mec;Benc;2000;Full;4;
Vehiculo Liviano;FDYV-87;K;SD235020515;2015;6305860;Internet;46726;0;0;46726;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;TOYOTA;COROLLA;BLANCO;Mec;Benc;1800;Full;4;
Vehiculo Liviano;BVCT-36;4;SU227026609;2009;3969560;Internet;46726;0;0;46726;Total;30/04/2022;2022;AUTOMOVIL;SUBARU;IMPREZA;NEGRO OBSIDIANA PERLADO;Aut;Benc;2000;Full;4;
Vehiculo Liviano;CJXS-69;4;CT176019210;2010;3988892;Internet;47113;0;0;47113;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO DX 4X2;BLANCO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;BVTR-29;K;CT176019210;2010;3988892;Internet;47113;0;0;47113;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO DX 4X2;AZUL OSCURO PLATEADO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;CVST-91;6;CT176030011;2011;3991210;Internet;47159;0;0;47159;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO;AZUL OSCURO PLATEADO;Mec;Dies;2500;Norm;2;
Vehiculo Liviano;BDGY-30;8;CT176023708;2008;4007060;Internet;47476;0;0;47476;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO PICK UP DXS;PLATEADO METALICO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;CWDR-44;6;SD132012711;2011;4026110;Internet;47857;0;0;47857;Total;30/04/2022;2022;Sedan;KIA MOTORS;CERATO;GRIS PLATA;Mec;Benc;1600;Full;4;
Vehiculo Liviano;GVRG-14;4;SU132015615;2015;6485340;Internet;48521;0;0;48521;1ra. Cuota;30/04/2022;2022;STATION WAGON;KIA MOTORS;SPORTAGE;ROJO SIGNAL;Mec;Benc;2000;Full;4;
Vehiculo Liviano;GRZC-70;0;HB132005114;2014;4081317;Internet;48961;0;0;48961;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;RIO;GRIS PLATINADO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;DPXK-40;K;CT079015412;2012;6577857;Internet;49670;0;0;49670;1ra. Cuota;30/04/2022;2022;CAMIONETA;FORD;RANGER XLT 4X4 2.5L DSL;ROJO NIFTY;Mec;Dies;2500;Full;4;
Vehiculo Liviano;XK-5143;1;VN235002504;2004;4119910;Internet;49733;0;0;49733;Total;30/04/2022;2022;STATION WAGON;TOYOTA;4RUNNER SUPER LUJO;GRIS OSCURO;Aut;Benc;3400;Full;4;
Vehiculo Liviano;FTFS-16;0;CT050030213;2013;6584987;Internet;49777;0;0;49777;1ra. Cuota;30/04/2022;2022;CAMIONETA;CHEVROLET;D-MAX;PLATEADA PLATA METALICO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;GRZT-37;1;SD050030516;2016;4133560;Internet;50006;0;0;50006;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SAIL NB 1.5L;BLANCO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;BZRV-10;5;SU111005809;2009;4138460;Internet;50104;0;0;50104;Total;30/04/2022;2022;STATION WAGON;HYUNDAI;TUCSON;BLANCO;Aut;Benc;2000;Full;4;
Vehiculo Liviano;DGBP-88;3;CT235011711;2011;6660054;Internet;50903;0;0;50903;1ra. Cuota;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX DIESEL 4X4 SR;ROJO SUPER;Mec;Dies;3000;Norm;4;
Vehiculo Liviano;CGYT-14;K;SU132009010;2010;4194315;Internet;51221;0;0;51221;Total;30/04/2022;2022;STATION WAGON;KIA MOTORS;SPORTAGE PRO II LX 4X2 DAB;PLATEADO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;FYWG-50;2;SU176019213;2013;6697895;Internet;51471;0;0;51471;1ra. Cuota;30/04/2022;2022;STATION WAGON;NISSAN;X-TRAIL X 4X4  6AB;PLATEADO PLATA;Aut;Benc;2500;Full;4;
Vehiculo Liviano;BSVV-26;0;CT050023809;2009;4213510;Internet;51605;0;0;51605;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;COLORADO;GRIS OSCURO METALICO;Aut;Benc;3700;Full;4;
Vehiculo Liviano;XW-8727;3;CT166004707;2007;4226160;Internet;51858;0;0;51858;Total;30/04/2022;2022;CAMIONETA;MITSUBISHI;L200 D/C TD KATANA CRT 4X4;PLATEADO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;GTTL-98;7;CT166005415;2015;6745826;Internet;52190;0;0;52190;1ra. Cuota;30/04/2022;2022;CAMIONETA;MITSUBISHI;L200 D/C TD WORK CR 4X2;GRIS PLATA;Mec;Dies;2500;Full;4;
Vehiculo Liviano;DBBV-16;K;CT176019211;2011;4255137;Internet;52438;0;0;52438;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO DX 4X2;ROJO METALICO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;FYLH-28;9;CT050030314;2014;6765156;Internet;52480;0;0;52480;1ra. Cuota;30/04/2022;2022;CAMIONETA;CHEVROLET;D-MAX;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;JFLB-91;3;CT077002817;2017;6770710;Internet;52563;0;0;52563;1ra. Cuota;30/04/2022;2022;CAMIONETA;FIAT;STRADA 1.6 ADV;ROJO ALPINO;Mec;Benc;1600;Full;2;
Vehiculo Liviano;KYYT-43;9;SU164001019;2019;6784485;Internet;52770;0;0;52770;1ra. Cuota;30/04/2022;2022;STATION WAGON;MG;ZS;AZUL;Mec;Benc;1500;NULL;5;
Vehiculo Liviano;GBHR-93;9;HB229011814;2014;4279410;Internet;52923;0;0;52923;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;SWIFT;GRIS PERLA;Aut;Benc;1400;Full;4;
Vehiculo Liviano;CWHJ-90;8;CT176019511;2011;4307560;Internet;53486;0;0;53486;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO DX 4X4;BLANCO;Mec;Benc;2400;Equi;4;
Vehiculo Liviano;HXVP-26;5;SU079006117;2017;6881134;Internet;54219;0;0;54219;1ra. Cuota;30/04/2022;2022;STATION WAGON;FORD;ECOSPORT SE 1.6L;BEIGE;Mec;Benc;1600;Full;4;
Vehiculo Liviano;HYWG-95;K;HB132004316;2016;4350735;Internet;54350;0;0;54350;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2 MT DH AC DAB;G4LAGPLATEADO PLATA TITANIO;Mec;Benc;1200;Full;4;
Vehiculo Liviano;KXFF-66;1;SD235024819;2019;6943629;Internet;55157;0;0;55157;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;TOYOTA;YARIS;ROJO MICA METALICO;Mec;Benc;1500;NULL;4;
Vehiculo Liviano;CBSR-22;2;CT050027209;2009;4391710;Internet;55169;0;0;55169;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;D-MAX CC 3.0D 4WD DAB ABS;ROJO;Mec;Dies;3000;Full;4;
